treatment,timepoint,Material,description,Order,Order_rep_rel_abund,st_dev_Order_abund
no UV,T1,PE,PE_no UV_T1, Kineosporiales,0,0
no UV,T1,PE,PE_no UV_T1, Alphaproteobacteria Incertae Sedis,0,0
no UV,T1,PE,PE_no UV_T1, Thermales,0,0
no UV,T1,PE,PE_no UV_T1, Syntrophobacterales,0,0
no UV,T1,PE,PE_no UV_T1, Caenarcaniphilales,0,0
no UV,T1,PE,PE_no UV_T1, CH2b56,0,0
no UV,T1,PE,PE_no UV_T1, Marine Group II,0,0
no UV,T1,PE,PE_no UV_T1, bacterium UW 659-2-F09,0,0
no UV,T1,PE,PE_no UV_T1, Magnetococcales,0,0
no UV,T1,PE,PE_no UV_T1, Isosphaerales,0,0
no UV,T1,PE,PE_no UV_T1, Mycoplasmatales,0,0
no UV,T1,PE,PE_no UV_T1, ML602M-17,0,0
no UV,T1,PE,PE_no UV_T1, D90,0,0
no UV,T1,PE,PE_no UV_T1, Candidatus Kuenenbacteria,0,0
no UV,T1,PE,PE_no UV_T1, Chthoniobacterales,0,0
no UV,T1,PE,PE_no UV_T1, Neosynechococcales,0,0
no UV,T1,PE,PE_no UV_T1, 113B434,0,0
no UV,T1,PP,PP_no UV_T1, Balneolales,0,0
no UV,T1,PP,PP_no UV_T1, Micavibrionales,0,0
no UV,T1,PP,PP_no UV_T1, Cardiobacteriales,0,0
no UV,T1,PP,PP_no UV_T1, P.palmC41,0,0
no UV,T1,PP,PP_no UV_T1, Leptolyngbyales,0,0
no UV,T1,PP,PP_no UV_T1, Piscirickettsiales,0,0
no UV,T1,PP,PP_no UV_T1, Saccharimonadales,0,0
no UV,T1,PP,PP_no UV_T1, Deinococcales,0,0
no UV,T1,PP,PP_no UV_T1, Candidatus Kaiserbacteria,0,0
no UV,T1,PP,PP_no UV_T1, Ectothiorhodospirales,0,0
no UV,T1,PP,PP_no UV_T1, Kordiimonadales,0,0
no UV,T1,PP,PP_no UV_T1, Oxyphotobacteria Incertae Sedis,0,0
no UV,T1,PP,PP_no UV_T1, Desulfarculales,0,0
no UV,T1,PP,PP_no UV_T1, CCM11a,0,0
no UV,T1,PP,PP_no UV_T1, Leptospirales,0,0
no UV,T1,PP,PP_no UV_T1, Bacteroidetes VC2.1 Bac22,0,0
no UV,T1,PP,PP_no UV_T1, S-70,0,0
no UV,T1,PP,PP_no UV_T1, Thalassobaculales,0,0
no UV,T1,PP,PP_no UV_T1, SS1-B-02-17,0,0
no UV,T1,PP,PP_no UV_T1, Thiotrichales,0,0
no UV,T1,PP,PP_no UV_T1, PB19,0,0
no UV,T1,PP,PP_no UV_T1, Calditrichales,0,0
no UV,T1,PP,PP_no UV_T1, Nitrosopumilales,0,0
no UV,T1,PP,PP_no UV_T1, Caldilineales,0,0
no UV,T1,PP,PP_no UV_T1, Bradymonadales,0,0
no UV,T1,PP,PP_no UV_T1, Obscuribacterales,0,0
no UV,T1,PP,PP_no UV_T1, Planctomycetales,0,0
no UV,T1,PP,PP_no UV_T1, Ktedonobacterales,0,0
no UV,T1,PP,PP_no UV_T1, Oligoflexales,0,0
no UV,T1,PP,PP_no UV_T1, 1-20,0,0
no UV,T1,PP,PP_no UV_T1, Legionellales,0,0
no UV,T1,PP,PP_no UV_T1, Coriobacteriales,0,0
no UV,T1,PP,PP_no UV_T1, Hydrogenedentiales,0,0
no UV,T1,PP,PP_no UV_T1, UBA10353 marine group,0,0
no UV,T1,PP,PP_no UV_T1, SBR1031,0,0
no UV,T1,PP,PP_no UV_T1, Desulfuromonadales,0,0
no UV,T1,PP,PP_no UV_T1, Dadabacteriales,0,0
no UV,T1,PP,PP_no UV_T1, Thiohalorhabdales,0,0
no UV,T1,PP,PP_no UV_T1, Chloroflexales,0,0
no UV,T1,PP,PP_no UV_T1, JGI 0000069-P22,0,0
no UV,T1,PP,PP_no UV_T1, Coxiellales,0,0
no UV,T1,PP,PP_no UV_T1, Chlamydiales,0,0
no UV,T1,PP,PP_no UV_T1, Reyranellales,0,0
no UV,T1,PP,PP_no UV_T1, Thermomicrobiales,0,0
no UV,T1,PP,PP_no UV_T1, B2M28,0,0
no UV,T1,PP,PP_no UV_T1, I3A,0,0
no UV,T1,PP,PP_no UV_T1, Holosporales,0,0
no UV,T1,PP,PP_no UV_T1, Dongiales,0,0
no UV,T1,PP,PP_no UV_T1, EC3,0,0
no UV,T1,PP,PP_no UV_T1, Latescibacterales,0,0
no UV,T1,PP,PP_no UV_T1, Gemmatales,0,0
no UV,T1,PP,PP_no UV_T1, Limnotrichales,0,0
no UV,T1,PP,PP_no UV_T1, Gemmatimonadales,0,0
no UV,T1,PP,PP_no UV_T1, Azospirillales,0,0
no UV,T1,PP,PP_no UV_T1, Anaerolineales,0,0
no UV,T1,PP,PP_no UV_T1, Solibacterales,0,0
no UV,T1,PP,PP_no UV_T1, IMCC26256,0,0
no UV,T1,PP,PP_no UV_T1, Candidatus Campbellbacteria,0,0
no UV,T1,PP,PP_no UV_T1, Thermosynechococcales,0,0
no UV,T1,PP,PP_no UV_T1, EV818SWSAP88,0,0
no UV,T1,PP,PP_no UV_T1, Absconditabacteriales (SR1),0,0
no UV,T1,PP,PP_no UV_T1, Nitrococcales,0,0
no UV,T1,PP,PP_no UV_T1, Tepidisphaerales,0,0
no UV,T1,PP,PP_no UV_T1, Kiritimatiellales,0,0
no UV,T1,PP,PP_no UV_T1, Solirubrobacterales,0,0
no UV,T1,PP,PP_no UV_T1, pItb-vmat-80,0,0
no UV,T1,PP,PP_no UV_T1, Methylococcales,0,0
no UV,T1,PP,PP_no UV_T1, Francisellales,0,0
no UV,T1,PP,PP_no UV_T1, SJA-15,0,0
no UV,T1,PP,PP_no UV_T1, Omnitrophales,0,0
no UV,T1,PP,PP_no UV_T1, mle1-8,0,0
no UV,T1,PP,PP_no UV_T1, Caedibacterales,0,0
no UV,T1,PP,PP_no UV_T1, Candidatus Nomurabacteria,0,0
no UV,T1,PP,PP_no UV_T1, Acanthopleuribacterales,0,0
no UV,T1,PP,PP_no UV_T1, Nitrospirales,0,0
no UV,T1,PP,PP_no UV_T1, Fr127,0,0
no UV,T1,PP,PP_no UV_T1, Campylobacterales,0,0
no UV,T1,PP,PP_no UV_T1, unidentified marine bacterioplankton,0,0
no UV,T1,PP,PP_no UV_T1, Tenderiales,0,0
no UV,T1,PP,PP_no UV_T1, Pedosphaerales,0,0
no UV,T1,PP,PP_no UV_T1, Mollicutes Incertae Sedis,0,0
no UV,T1,PP,PP_no UV_T1, Gaiellales,0,0
no UV,T1,PP,PP_no UV_T1, Gastranaerophilales,0,0
no UV,T1,PP,PP_no UV_T1, Acidobacteriales,0,0
no UV,T1,PP,PP_no UV_T1, Euryarchaeota archaeon SCGC AAA286-E23,0,0
no UV,T1,PP,PP_no UV_T1, Methylacidiphilales,0,0
no UV,T1,PP,PP_no UV_T1, Brocadiales,0,0
no UV,T1,PP,PP_no UV_T1, Paracaedibacterales,0,0
no UV,T1,PP,PP_no UV_T1, Vampirovibrionales,0,0
no UV,T1,PP,PP_no UV_T1, Victivallales,0,0
no UV,T1,PP,PP_no UV_T1, MVP-88,0,0
no UV,T1,PP,PP_no UV_T1, Beggiatoales,0,0
no UV,T1,PP,PP_no UV_T1, Immundisolibacterales,0,0
no UV,T1,PP,PP_no UV_T1, Thiomicrospirales,0,0
no UV,T1,PP,PP_no UV_T1, EPR3968-O8a-Bc78,0,0
no UV,T1,PP,PP_no UV_T1, SepB-3,0,0
no UV,T1,PP,PP_no UV_T1, Diplorickettsiales,0,0
no UV,T1,PP,PP_no UV_T1, Eurycoccales,0,0
no UV,T1,PP,PP_no UV_T1, Streptomycetales,0,0
no UV,T1,PP,PP_no UV_T1, Nitriliruptorales,0,0
no UV,T1,PP,PP_no UV_T1, Marine Benthic Group D and DHVEG-1,0,0
no UV,T1,PP,PP_no UV_T1, JTB23,0,0
no UV,T1,PP,PP_no UV_T1, OPB56,0,0
no UV,T1,PP,PP_no UV_T1, Acidithiobacillales,0,0
no UV,T1,PP,PP_no UV_T1, 1013-28-CG33,0,0
no UV,T1,PP,PP_no UV_T1, Cloacimonadales,0,0
no UV,T1,PP,PP_no UV_T1, Salinisphaerales,0,0
no UV,T1,PP,PP_no UV_T1, Micropepsales,0,0
no UV,T1,PP,PP_no UV_T1, NKB15,0,0
no UV,T1,PP,PP_no UV_T1, Micromonosporales,0,0
no UV,T1,PP,PP_no UV_T1, OPB41,0,0
no UV,T1,PP,PP_no UV_T1, SS1-B-07-19,0,0
no UV,T1,PP,PP_no UV_T1, Ignavibacteriales,0,0
no UV,T1,PP,PP_no UV_T1, Candidatus Woesebacteria,0,0
no UV,T1,PP,PP_no UV_T1, Babeliales,0,0
no UV,T1,PP,PP_no UV_T1, Elsterales,0,0
no UV,T1,PP,PP_no UV_T1, Acidiferrobacterales,0,0
no UV,T1,PP,PP_no UV_T1, Tistrellales,0,0
no UV,T1,PP,PP_no UV_T1, Kineosporiales,0,0
no UV,T1,PP,PP_no UV_T1, Alphaproteobacteria Incertae Sedis,0,0
no UV,T1,PP,PP_no UV_T1, Thermales,0,0
no UV,T1,PP,PP_no UV_T1, Pseudonocardiales,0,0
no UV,T1,PP,PP_no UV_T1, Syntrophobacterales,0,0
no UV,T1,PP,PP_no UV_T1, Caenarcaniphilales,0,0
no UV,T1,PP,PP_no UV_T1, CH2b56,0,0
no UV,T1,PP,PP_no UV_T1, Marine Group II,0,0
no UV,T1,PP,PP_no UV_T1, bacterium UW 659-2-F09,0,0
no UV,T1,PP,PP_no UV_T1, Magnetococcales,0,0
no UV,T1,PP,PP_no UV_T1, Isosphaerales,0,0
no UV,T1,PP,PP_no UV_T1, Mycoplasmatales,0,0
no UV,T1,PP,PP_no UV_T1, ML602M-17,0,0
no UV,T1,PP,PP_no UV_T1, D90,0,0
no UV,T1,PP,PP_no UV_T1, Candidatus Kuenenbacteria,0,0
no UV,T1,PP,PP_no UV_T1, Chthoniobacterales,0,0
no UV,T1,PP,PP_no UV_T1, Sva0485,0,0
no UV,T1,PP,PP_no UV_T1, Neosynechococcales,0,0
no UV,T1,PP,PP_no UV_T1, 113B434,0,0
UV,T1,PET,PET_UV_T1, Opitutales,0,0
UV,T1,PET,PET_UV_T1, Gammaproteobacteria Incertae Sedis,0,0
UV,T1,PET,PET_UV_T1, Phycisphaerales,0,0
UV,T1,PET,PET_UV_T1, Rhodothermales,0,0
UV,T1,PET,PET_UV_T1, Phormidesmiales,0,0
UV,T1,PET,PET_UV_T1, Bdellovibrionales,0,0
UV,T1,PET,PET_UV_T1, Balneolales,0,0
UV,T1,PET,PET_UV_T1, NB1-j,0,0
UV,T1,PET,PET_UV_T1, Nostocales,0,0
UV,T1,PET,PET_UV_T1, SAR86 clade,0,0
UV,T1,PET,PET_UV_T1, Micavibrionales,0,0
UV,T1,PET,PET_UV_T1, OM182 clade,0,0
UV,T1,PET,PET_UV_T1, Actinomarinales,0,0
UV,T1,PET,PET_UV_T1, Cardiobacteriales,0,0
UV,T1,PET,PET_UV_T1, Fibrobacterales,0,0
UV,T1,PET,PET_UV_T1, Nitrosococcales,0,0
UV,T1,PET,PET_UV_T1, KI89A clade,0,0
UV,T1,PET,PET_UV_T1, SZB50,0,0
UV,T1,PET,PET_UV_T1, P.palmC41,0,0
UV,T1,PET,PET_UV_T1, Leptolyngbyales,0,0
UV,T1,PET,PET_UV_T1, Myxococcales,0,0
UV,T1,PET,PET_UV_T1, Piscirickettsiales,0,0
UV,T1,PET,PET_UV_T1, Saccharimonadales,0,0
UV,T1,PET,PET_UV_T1, Deinococcales,0,0
UV,T1,PET,PET_UV_T1, Rickettsiales,0,0
UV,T1,PET,PET_UV_T1, Steroidobacterales,0,0
UV,T1,PET,PET_UV_T1, BD7-8,0,0
UV,T1,PET,PET_UV_T1, Parvibaculales,0,0
UV,T1,PET,PET_UV_T1, Candidatus Kaiserbacteria,0,0
UV,T1,PET,PET_UV_T1, Ectothiorhodospirales,0,0
UV,T1,PET,PET_UV_T1, Chromatiales,0,0
UV,T1,PET,PET_UV_T1, Thermoanaerobaculales,0,0
UV,T1,PET,PET_UV_T1, Kordiimonadales,0,0
UV,T1,PET,PET_UV_T1, Blastocatellales,0,0
UV,T1,PET,PET_UV_T1, Oxyphotobacteria Incertae Sedis,0,0
UV,T1,PET,PET_UV_T1, Ardenticatenales,0,0
UV,T1,PET,PET_UV_T1, Desulfarculales,0,0
UV,T1,PET,PET_UV_T1, CCM11a,0,0
UV,T1,PET,PET_UV_T1, MBAE14,0,0
UV,T1,PET,PET_UV_T1, Aeromonadales,0,0
UV,T1,PET,PET_UV_T1, Ga0077536,0,0
UV,T1,PET,PET_UV_T1, Bacteroidetes VC2.1 Bac22,0,0
UV,T1,PET,PET_UV_T1, Sneathiellales,0,0
UV,T1,PET,PET_UV_T1, S-70,0,0
UV,T1,PET,PET_UV_T1, Thalassobaculales,0,0
UV,T1,PET,PET_UV_T1, SS1-B-02-17,0,0
UV,T1,PET,PET_UV_T1, Thiotrichales,0,0
UV,T1,PET,PET_UV_T1, Calditrichales,0,0
UV,T1,PET,PET_UV_T1, Nitrosopumilales,0,0
UV,T1,PET,PET_UV_T1, Caldilineales,0,0
UV,T1,PET,PET_UV_T1, Bradymonadales,0,0
UV,T1,PET,PET_UV_T1, Obscuribacterales,0,0
UV,T1,PET,PET_UV_T1, Planctomycetales,0,0
UV,T1,PET,PET_UV_T1, Desulfovibrionales,0,0
UV,T1,PET,PET_UV_T1, Ktedonobacterales,0,0
UV,T1,PET,PET_UV_T1, Acetobacterales,0,0
UV,T1,PET,PET_UV_T1, Oligoflexales,0,0
UV,T1,PET,PET_UV_T1, 1-20,0,0
UV,T1,PET,PET_UV_T1, Legionellales,0,0
UV,T1,PET,PET_UV_T1, Hydrogenedentiales,0,0
UV,T1,PET,PET_UV_T1, UBA10353 marine group,0,0
UV,T1,PET,PET_UV_T1, SBR1031,0,0
UV,T1,PET,PET_UV_T1, Desulfuromonadales,0,0
UV,T1,PET,PET_UV_T1, Dadabacteriales,0,0
UV,T1,PET,PET_UV_T1, SAR324 clade(Marine group B),0,0
UV,T1,PET,PET_UV_T1, Thiohalorhabdales,0,0
UV,T1,PET,PET_UV_T1, Chloroflexales,0,0
UV,T1,PET,PET_UV_T1, JGI 0000069-P22,0,0
UV,T1,PET,PET_UV_T1, Coxiellales,0,0
UV,T1,PET,PET_UV_T1, Chlamydiales,0,0
UV,T1,PET,PET_UV_T1, Thermomicrobiales,0,0
UV,T1,PET,PET_UV_T1, B2M28,0,0
UV,T1,PET,PET_UV_T1, I3A,0,0
UV,T1,PET,PET_UV_T1, Holosporales,0,0
UV,T1,PET,PET_UV_T1, AT-s2-59,0,0
UV,T1,PET,PET_UV_T1, Dongiales,0,0
UV,T1,PET,PET_UV_T1, EC3,0,0
UV,T1,PET,PET_UV_T1, Latescibacterales,0,0
UV,T1,PET,PET_UV_T1, Gemmatales,0,0
UV,T1,PET,PET_UV_T1, Limnotrichales,0,0
UV,T1,PET,PET_UV_T1, Gemmatimonadales,0,0
UV,T1,PET,PET_UV_T1, Azospirillales,0,0
UV,T1,PET,PET_UV_T1, Anaerolineales,0,0
UV,T1,PET,PET_UV_T1, Solibacterales,0,0
UV,T1,PET,PET_UV_T1, IMCC26256,0,0
UV,T1,PET,PET_UV_T1, Candidatus Campbellbacteria,0,0
UV,T1,PET,PET_UV_T1, Thermosynechococcales,0,0
UV,T1,PET,PET_UV_T1, EV818SWSAP88,0,0
UV,T1,PET,PET_UV_T1, Absconditabacteriales (SR1),0,0
UV,T1,PET,PET_UV_T1, Nitrococcales,0,0
UV,T1,PET,PET_UV_T1, Tepidisphaerales,0,0
UV,T1,PET,PET_UV_T1, NRL2,0,0
UV,T1,PET,PET_UV_T1, Solirubrobacterales,0,0
UV,T1,PET,PET_UV_T1, pItb-vmat-80,0,0
UV,T1,PET,PET_UV_T1, Methylococcales,0,0
UV,T1,PET,PET_UV_T1, Francisellales,0,0
UV,T1,PET,PET_UV_T1, Spirochaetales,0,0
UV,T1,PET,PET_UV_T1, Streptosporangiales,0,0
UV,T1,PET,PET_UV_T1, SJA-15,0,0
UV,T1,PET,PET_UV_T1, Omnitrophales,0,0
UV,T1,PET,PET_UV_T1, mle1-8,0,0
UV,T1,PET,PET_UV_T1, Caedibacterales,0,0
UV,T1,PET,PET_UV_T1, Candidatus Nomurabacteria,0,0
UV,T1,PET,PET_UV_T1, Acanthopleuribacterales,0,0
UV,T1,PET,PET_UV_T1, Nitrospirales,0,0
UV,T1,PET,PET_UV_T1, Fr127,0,0
UV,T1,PET,PET_UV_T1, unidentified marine bacterioplankton,0,0
UV,T1,PET,PET_UV_T1, Tenderiales,0,0
UV,T1,PET,PET_UV_T1, Pedosphaerales,0,0
UV,T1,PET,PET_UV_T1, Mollicutes Incertae Sedis,0,0
UV,T1,PET,PET_UV_T1, Gaiellales,0,0
UV,T1,PET,PET_UV_T1, Gastranaerophilales,0,0
UV,T1,PET,PET_UV_T1, Acidobacteriales,0,0
UV,T1,PET,PET_UV_T1, Euryarchaeota archaeon SCGC AAA286-E23,0,0
UV,T1,PET,PET_UV_T1, Methylacidiphilales,0,0
UV,T1,PET,PET_UV_T1, Brocadiales,0,0
UV,T1,PET,PET_UV_T1, Paracaedibacterales,0,0
UV,T1,PET,PET_UV_T1, Vampirovibrionales,0,0
UV,T1,PET,PET_UV_T1, Victivallales,0,0
UV,T1,PET,PET_UV_T1, MVP-88,0,0
UV,T1,PET,PET_UV_T1, Beggiatoales,0,0
UV,T1,PET,PET_UV_T1, Immundisolibacterales,0,0
UV,T1,PET,PET_UV_T1, Thiomicrospirales,0,0
UV,T1,PET,PET_UV_T1, EPR3968-O8a-Bc78,0,0
UV,T1,PET,PET_UV_T1, SepB-3,0,0
UV,T1,PET,PET_UV_T1, Diplorickettsiales,0,0
UV,T1,PET,PET_UV_T1, Eurycoccales,0,0
UV,T1,PET,PET_UV_T1, Streptomycetales,0,0
UV,T1,PET,PET_UV_T1, Nitriliruptorales,0,0
UV,T1,PET,PET_UV_T1, Marine Benthic Group D and DHVEG-1,0,0
UV,T1,PET,PET_UV_T1, JTB23,0,0
UV,T1,PET,PET_UV_T1, OPB56,0,0
UV,T1,PET,PET_UV_T1, Candidatus Peribacteria,0,0
UV,T1,PET,PET_UV_T1, Acidithiobacillales,0,0
UV,T1,PET,PET_UV_T1, 1013-28-CG33,0,0
UV,T1,PET,PET_UV_T1, Cloacimonadales,0,0
UV,T1,PET,PET_UV_T1, Salinisphaerales,0,0
UV,T1,PET,PET_UV_T1, Micropepsales,0,0
UV,T1,PET,PET_UV_T1, NKB15,0,0
UV,T1,PET,PET_UV_T1, Micromonosporales,0,0
UV,T1,PET,PET_UV_T1, OPB41,0,0
UV,T1,PET,PET_UV_T1, SS1-B-07-19,0,0
UV,T1,PET,PET_UV_T1, Ignavibacteriales,0,0
UV,T1,PET,PET_UV_T1, Candidatus Woesebacteria,0,0
UV,T1,PET,PET_UV_T1, Babeliales,0,0
UV,T1,PET,PET_UV_T1, Elsterales,0,0
UV,T1,PET,PET_UV_T1, Acidiferrobacterales,0,0
UV,T1,PET,PET_UV_T1, Tistrellales,0,0
UV,T1,PET,PET_UV_T1, Kineosporiales,0,0
UV,T1,PET,PET_UV_T1, Alphaproteobacteria Incertae Sedis,0,0
UV,T1,PET,PET_UV_T1, Thermales,0,0
UV,T1,PET,PET_UV_T1, Pseudonocardiales,0,0
UV,T1,PET,PET_UV_T1, Syntrophobacterales,0,0
UV,T1,PET,PET_UV_T1, Caenarcaniphilales,0,0
UV,T1,PET,PET_UV_T1, CH2b56,0,0
UV,T1,PET,PET_UV_T1, Marine Group II,0,0
UV,T1,PET,PET_UV_T1, bacterium UW 659-2-F09,0,0
UV,T1,PET,PET_UV_T1, Magnetococcales,0,0
UV,T1,PET,PET_UV_T1, Isosphaerales,0,0
UV,T1,PET,PET_UV_T1, Mycoplasmatales,0,0
UV,T1,PET,PET_UV_T1, ML602M-17,0,0
UV,T1,PET,PET_UV_T1, D90,0,0
UV,T1,PET,PET_UV_T1, Candidatus Kuenenbacteria,0,0
UV,T1,PET,PET_UV_T1, Chthoniobacterales,0,0
UV,T1,PET,PET_UV_T1, Sva0485,0,0
UV,T1,PET,PET_UV_T1, Neosynechococcales,0,0
UV,T1,PET,PET_UV_T1, 113B434,0,0
UV,T1,PE,PE_UV_T1, Synechococcales,0,0
UV,T1,PE,PE_UV_T1, Desulfobacterales,0,0
UV,T1,PE,PE_UV_T1, Rhodothermales,0,0
UV,T1,PE,PE_UV_T1, Microtrichales,0,0
UV,T1,PE,PE_UV_T1, Balneolales,0,0
UV,T1,PE,PE_UV_T1, Pirellulales,0,0
UV,T1,PE,PE_UV_T1, NB1-j,0,0
UV,T1,PE,PE_UV_T1, Nostocales,0,0
UV,T1,PE,PE_UV_T1, SAR86 clade,0,0
UV,T1,PE,PE_UV_T1, Micavibrionales,0,0
UV,T1,PE,PE_UV_T1, OM182 clade,0,0
UV,T1,PE,PE_UV_T1, Rhodovibrionales,0,0
UV,T1,PE,PE_UV_T1, Bifidobacteriales,0,0
UV,T1,PE,PE_UV_T1, Cardiobacteriales,0,0
UV,T1,PE,PE_UV_T1, Fibrobacterales,0,0
UV,T1,PE,PE_UV_T1, Nitrosococcales,0,0
UV,T1,PE,PE_UV_T1, KI89A clade,0,0
UV,T1,PE,PE_UV_T1, SZB50,0,0
UV,T1,PE,PE_UV_T1, P.palmC41,0,0
UV,T1,PE,PE_UV_T1, Leptolyngbyales,0,0
UV,T1,PE,PE_UV_T1, Piscirickettsiales,0,0
UV,T1,PE,PE_UV_T1, Saccharimonadales,0,0
UV,T1,PE,PE_UV_T1, Rickettsiales,0,0
UV,T1,PE,PE_UV_T1, BD7-8,0,0
UV,T1,PE,PE_UV_T1, Candidatus Kaiserbacteria,0,0
UV,T1,PE,PE_UV_T1, Ectothiorhodospirales,0,0
UV,T1,PE,PE_UV_T1, WCHB1-41,0,0
UV,T1,PE,PE_UV_T1, Chromatiales,0,0
UV,T1,PE,PE_UV_T1, Lentisphaerales,0,0
UV,T1,PE,PE_UV_T1, Kordiimonadales,0,0
UV,T1,PE,PE_UV_T1, Blastocatellales,0,0
UV,T1,PE,PE_UV_T1, Oxyphotobacteria Incertae Sedis,0,0
UV,T1,PE,PE_UV_T1, Desulfarculales,0,0
UV,T1,PE,PE_UV_T1, CCM11a,0,0
UV,T1,PE,PE_UV_T1, Fusobacteriales,0,0
UV,T1,PE,PE_UV_T1, Leptospirales,0,0
UV,T1,PE,PE_UV_T1, MBAE14,0,0
UV,T1,PE,PE_UV_T1, Ga0077536,0,0
UV,T1,PE,PE_UV_T1, Bacteroidetes VC2.1 Bac22,0,0
UV,T1,PE,PE_UV_T1, Sneathiellales,0,0
UV,T1,PE,PE_UV_T1, S-70,0,0
UV,T1,PE,PE_UV_T1, HOC36,0,0
UV,T1,PE,PE_UV_T1, SS1-B-02-17,0,0
UV,T1,PE,PE_UV_T1, Thiotrichales,0,0
UV,T1,PE,PE_UV_T1, PB19,0,0
UV,T1,PE,PE_UV_T1, Calditrichales,0,0
UV,T1,PE,PE_UV_T1, Nitrosopumilales,0,0
UV,T1,PE,PE_UV_T1, Desulfovibrionales,0,0
UV,T1,PE,PE_UV_T1, Acetobacterales,0,0
UV,T1,PE,PE_UV_T1, Oligoflexales,0,0
UV,T1,PE,PE_UV_T1, 1-20,0,0
UV,T1,PE,PE_UV_T1, Legionellales,0,0
UV,T1,PE,PE_UV_T1, Coriobacteriales,0,0
UV,T1,PE,PE_UV_T1, Hydrogenedentiales,0,0
UV,T1,PE,PE_UV_T1, UBA10353 marine group,0,0
UV,T1,PE,PE_UV_T1, SBR1031,0,0
UV,T1,PE,PE_UV_T1, Desulfuromonadales,0,0
UV,T1,PE,PE_UV_T1, Dadabacteriales,0,0
UV,T1,PE,PE_UV_T1, SAR324 clade(Marine group B),0,0
UV,T1,PE,PE_UV_T1, SAR11 clade,0,0
UV,T1,PE,PE_UV_T1, Thiohalorhabdales,0,0
UV,T1,PE,PE_UV_T1, Actinomycetales,0,0
UV,T1,PE,PE_UV_T1, Chloroflexales,0,0
UV,T1,PE,PE_UV_T1, JGI 0000069-P22,0,0
UV,T1,PE,PE_UV_T1, Coxiellales,0,0
UV,T1,PE,PE_UV_T1, Chlamydiales,0,0
UV,T1,PE,PE_UV_T1, Reyranellales,0,0
UV,T1,PE,PE_UV_T1, Thermomicrobiales,0,0
UV,T1,PE,PE_UV_T1, B2M28,0,0
UV,T1,PE,PE_UV_T1, I3A,0,0
UV,T1,PE,PE_UV_T1, Holosporales,0,0
UV,T1,PE,PE_UV_T1, AT-s2-59,0,0
UV,T1,PE,PE_UV_T1, Dongiales,0,0
UV,T1,PE,PE_UV_T1, EC3,0,0
UV,T1,PE,PE_UV_T1, Latescibacterales,0,0
UV,T1,PE,PE_UV_T1, Gemmatales,0,0
UV,T1,PE,PE_UV_T1, Limnotrichales,0,0
UV,T1,PE,PE_UV_T1, Gemmatimonadales,0,0
UV,T1,PE,PE_UV_T1, Azospirillales,0,0
UV,T1,PE,PE_UV_T1, Anaerolineales,0,0
UV,T1,PE,PE_UV_T1, Solibacterales,0,0
UV,T1,PE,PE_UV_T1, IMCC26256,0,0
UV,T1,PE,PE_UV_T1, Candidatus Campbellbacteria,0,0
UV,T1,PE,PE_UV_T1, Thermosynechococcales,0,0
UV,T1,PE,PE_UV_T1, EV818SWSAP88,0,0
UV,T1,PE,PE_UV_T1, Absconditabacteriales (SR1),0,0
UV,T1,PE,PE_UV_T1, Nitrococcales,0,0
UV,T1,PE,PE_UV_T1, Tepidisphaerales,0,0
UV,T1,PE,PE_UV_T1, Kiritimatiellales,0,0
UV,T1,PE,PE_UV_T1, NRL2,0,0
UV,T1,PE,PE_UV_T1, Solirubrobacterales,0,0
UV,T1,PE,PE_UV_T1, pItb-vmat-80,0,0
UV,T1,PE,PE_UV_T1, Methylococcales,0,0
UV,T1,PE,PE_UV_T1, Francisellales,0,0
UV,T1,PE,PE_UV_T1, Spirochaetales,0,0
UV,T1,PE,PE_UV_T1, Streptosporangiales,0,0
UV,T1,PE,PE_UV_T1, SJA-15,0,0
UV,T1,PE,PE_UV_T1, mle1-8,0,0
UV,T1,PE,PE_UV_T1, Caedibacterales,0,0
UV,T1,PE,PE_UV_T1, Candidatus Nomurabacteria,0,0
UV,T1,PE,PE_UV_T1, Acanthopleuribacterales,0,0
UV,T1,PE,PE_UV_T1, Nitrospirales,0,0
UV,T1,PE,PE_UV_T1, Fr127,0,0
UV,T1,PE,PE_UV_T1, Campylobacterales,0,0
UV,T1,PE,PE_UV_T1, unidentified marine bacterioplankton,0,0
UV,T1,PE,PE_UV_T1, Tenderiales,0,0
UV,T1,PE,PE_UV_T1, Pedosphaerales,0,0
UV,T1,PE,PE_UV_T1, Mollicutes Incertae Sedis,0,0
UV,T1,PE,PE_UV_T1, Gaiellales,0,0
UV,T1,PE,PE_UV_T1, Gastranaerophilales,0,0
UV,T1,PE,PE_UV_T1, Acidobacteriales,0,0
UV,T1,PE,PE_UV_T1, Euryarchaeota archaeon SCGC AAA286-E23,0,0
UV,T1,PE,PE_UV_T1, Methylacidiphilales,0,0
UV,T1,PE,PE_UV_T1, Brocadiales,0,0
UV,T1,PE,PE_UV_T1, Paracaedibacterales,0,0
UV,T1,PE,PE_UV_T1, Vampirovibrionales,0,0
UV,T1,PE,PE_UV_T1, Victivallales,0,0
UV,T1,PE,PE_UV_T1, MVP-88,0,0
UV,T1,PE,PE_UV_T1, Beggiatoales,0,0
UV,T1,PE,PE_UV_T1, Immundisolibacterales,0,0
UV,T1,PE,PE_UV_T1, Thiomicrospirales,0,0
