treatment,timepoint,Material,description,Genus,Genus_rep_rel_abund,st_dev_Genus_abund
no UV,T1,Nylon,Nylon_no UV_T1, Leptolyngbya VRUC 135,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Prevotella 7,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dyadobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Brevibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salegentibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fabibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hellea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseibacillus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pedomicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Methyloceanibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rubidimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Croceibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Listeria,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudohongiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sedimentitalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Luteolibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodovulum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Calorithrix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Variovorax,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Acidibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pirellula,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Carboxylicivirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelagicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Wenyingzhuangia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Muricauda sp. LR3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Magnetospira,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ferrimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alloprevotella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, SM1A02,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Romboutsia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dichotomicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Nitrosopumilus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Thiobios,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Costertonia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Donghicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, OLB8,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aliiroseovarius,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thiogranum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelagibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Congregibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kiloniella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maritalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Xuhuaishuia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lysobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobaculum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Veillonella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, 1174-901-12,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fuerstia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thiohalophilus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulfovibrio,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Psychroserpens,0,0
no UV,T1,Nylon,Nylon_no UV_T1, GKS98 freshwater group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoclavibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseitalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Muriicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ascidiaceihabitans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cellulomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flagellimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, MD3-55,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Legionella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Frigoribacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, UKL13-1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thalassospira,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lutibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gramella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudovibrio,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Epibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hirschia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spongiivirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudohaliea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Maritimimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rubripirellula,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kocuria,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Methylotenera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fastidiosipila,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lutimaribacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ahrensia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mycobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aminobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paramoritella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Acidovorax,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelagicoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kyrtuthrix C708,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marinagarivorans,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phaeobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Wohlfahrtiimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dasania,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Amoebophilus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pedobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Albirhodobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseivivax,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thioclava,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Subgroup 23,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudophaeobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, WDS1C4,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Yonghaparkia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Neptuniibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Labilibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Enterovibrio,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Geothermobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nitratireductor,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halocynthiibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoruegeria,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudorhodobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Algicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelagibius,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Prochlorococcus MIT9313,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Propionigenium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phycisphaera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Anderseniella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Colwellia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Malonomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, S31,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gemella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Granulosicoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paenalcaligenes,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Amaricoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanibaculum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Actinomyces,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Palleronia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Curvibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseobacter clade CHAB-I-5 lineage,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Caulobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tianweitania,0,0
no UV,T1,Nylon,Nylon_no UV_T1, oc32,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mesorhizobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Antarcticimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Jejudonia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sagittula,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ramlibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanospirillum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lentibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sungkyunkwania,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Providencia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Persicirhabdus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sneathiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Frigidibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aureisphaera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Adhaeribacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Megaira,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Coxiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudozobellia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Poseidonocella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Reyranella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudaminobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Enterobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Limnobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Chryseomicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Owenweeksia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rheinheimera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Constrictibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sediminimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Actinomarina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Microcella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Persicobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Planctomicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tessaracoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Perspicuibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mitsuaria,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flavirhabdus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulfobotulus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Holospora,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flaviramulus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelagibaca,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ponticaulis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dongia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pleionea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sediminibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cohaesibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Grimontia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulfopila,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseivirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Haliangium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lysinimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hephaestia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nordella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fimbriiglobus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Bergeyella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Deinococcus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Iamia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Anaerocolumna,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Limnothrix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Luminiphilus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marinicella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dietzia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kangiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Arenimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Myroides,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alistipes,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oscillatoria SAG 1459-8,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paludibaculum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Shewanella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hwanghaeicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Chlorogloea SAG 10.99,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mucilaginibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lactococcus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Olleya,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dialister,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Wenxinia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dysgonomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudochrobactrum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Epulopiscium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, NS5 marine group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Acaryochloris MBIC11017,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Diplosphaera,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lacimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thiothrix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Glaciecola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Chelatococcus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gordonia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lacinutrix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aquabacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhizorhapis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptotrichia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Citreicella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, MWH-UniP1 aquatic group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ellin6055,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Synechococcus CC9902,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alloiococcus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lysinibacillus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gaetbulibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gelidibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudoroseicyclus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kamptonema BDU 30603,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halopeptonella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Phaeocystidibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dechlorosoma,0,0
no UV,T1,Nylon,Nylon_no UV_T1, R76-B128,0,0
no UV,T1,Nylon,Nylon_no UV_T1, alpha proteobacterium endosymbiont 2 of Inanidrilus makropetalos,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Dermacoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sphingopyxis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Marinibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Solirubrobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rivularia PCC-7116,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudodonghicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Prochloron P1-Palau,0,0
no UV,T1,Nylon,Nylon_no UV_T1, FS142-36B-02,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Tamlana,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Caldora VP642b,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mameliella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Microscilla,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Terrimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Flammeovirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nodosilinea PCC-7104,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Noviherbaspirillum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Moheibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spirochaeta 2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, BIyi10,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Haliscomenobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nocardiopsis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Antarctobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sabulilitoribacter sp.,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Plesiomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Roseisalinus sp. BH194,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Prevotella 6,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fusobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kingella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Koukoulia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Omnitrophus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptolyngbya S2C11,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Thiodiazotropha,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Boseongicola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Algitalea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ensifer,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pectobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Draconibacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Idiomarina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sporocytophaga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pragia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ruminococcaceae UCG-014,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudooctadecabacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Fusibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rubricoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, CL500-3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, OM75 clade,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Acanthopleuribacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Xenococcus CRM,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Zhongshania,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhizobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Deltaproteobacteria bacterium SMP-3,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Clostridioides,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Jhaorihella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Porticoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alkanindiges,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Thiolapillus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Atopostipes,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nitrospira,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Breoghania,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sulfurovum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, MSB-1D1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Prochlorothrix PCC-9006,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Alkalimarinus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Friedmanniella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spongiimicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Weissella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Terasakiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Parapusillimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salmonella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Capnocytophaga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Amylibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Tenderia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pseudolabrys,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gemmobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, SCGC AAA164-E04,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Anaerobacillus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gillisia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Paramaledivibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Lyngbya PCC-7419,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sedimenticola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, gamma proteobacterium EHK-1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, NS3a marine group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, alphaI cluster,0,0
no UV,T1,Nylon,Nylon_no UV_T1, JTB255 marine benthic group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rubrivirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Gangjinia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Anaerolinea,0,0
no UV,T1,Nylon,Nylon_no UV_T1, PAUC26f,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Phytoplasma,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Kurthia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oricola,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Algivirga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Coprococcus 2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulfatibacillum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, [Desulfobacterium] catecholicum group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, mucus bacterium 66,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halomicronema C2206,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ottowia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sulfurimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hyunsoonleella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cocleimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Mf105b01,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Navis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Sinobacterium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Joostella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Aestuariibaculum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nitrosomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Caldithrix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hartmannibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Euryarchaeota archaeon SCGC AAA286-E23,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Rhodoplanes,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Modicisalibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, PMMR1,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Haloferula,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Desulfocapsa,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Spirulina DRTO-55.2,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Berkiella,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Hyphomicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Shimwellia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Halochromatium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, CL500-29 marine group,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Prolixibacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Confluentimicrobium,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanirhabdus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Nannocystis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cellulophaga,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Wolbachia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Oceanicoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pajaroellobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Parafilimonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Scalindua,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Captivus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pelobacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Neptunomonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Pararhodospirillum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Micropruina,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Saccharospirillum,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Verruc-01,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Leptothrix,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Salinicoccus,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Candidatus Ovatusbacter,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Cryomorpha,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Garritya,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Euryhalocaulis,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Psychromonas,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Ga0074140,0,0
no UV,T1,Nylon,Nylon_no UV_T1, Robertkochia,0,0
no UV,T1,Nylon,Nylon_no UV_T1, bacterium SH4-10,0,0
